-42.27,38.80,-44.33
-42.27,38.80,-44.33
-42.27,38.80,-44.33
-42.27,38.80,-44.33
-42.27,38.80,-44.33
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.65,38.69,-43.69
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.42,38.66,-43.70
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.38,39.13,-43.83
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.77,39.24,-44.49
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.96,39.11,-44.43
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.63,38.72,-44.93
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.52,39.14,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.86,38.92,-44.84
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.64,38.86,-44.45
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.45,39.11,-44.64
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.71,39.54,-44.94
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.22,40.05,-45.45
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.33,40.09,-45.15
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.71,39.83,-43.72
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.36,40.25,-44.07
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-41.73,40.32,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.01,40.47,-44.99
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.25,40.31,-44.46
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-42.01,40.40,-45.06
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
-41.95,40.13,-44.64
